clean_comment,usyk_sentiment,fury_sentiment
all usyk will need to do is not get hit a much a he hit fury he ha the agility and stamen to score point where fury ha shown deterioration fury ha the mental acuity and personality of an obnoxious thirteen year old seriously the man is demented [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,negative
if fat fury is shrinked down the same size with usyk usyk beat him every day and twice on sunday [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,negative
ive been saying it for over two year now regarding the outcome of a bout between usyk and fury usyk will box him into retirement for good if that matchup should take place in other word told ya so [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,negative
notice how usyk ha been to two of fury fight now and fury ha been to none of usyks fight kind of show who really want it [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,negative
zhang stylistic can expose and ko fury worse than usyk can [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,negative
usyk would of struggled with the fast lb fury who beat klitschko but he ha a great chance with the current fury who ha slowed down [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,negative
the thumbnail pic say it all usyk will out point fury he far more disciplined in and out the ring than fury [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,negative
if fury ducked usyk any more hed grow webbed foot something about usyk terrifies him i think he relys on out boxing big guy but he know he cant outbox usyk he worried about losing on point [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,negative
i mean the fury who showed up against ngannou hasnt got a chance against usyk but i believe fury will be well prepared for the undisputed fight if it ever happens it for me [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,negative
this is what i have been saying all this while usyk will defeat fury because he ha gotten over confident judging from his last fight with francis ngannou he wa lucky to retain the title [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,negative
usyk beat fury [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,negative
usyk is just different i think there isnt much fury could throw at him that usyk couldnt out manoeuvre or eat shot i think usyk win maybe by knockout im also hoping we see a third aj v usyk where they draw or something cause aj looking like he learned alot from the usyk defeat [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,negative
fury wa very nervous he know very well that on february th he risk losing his greatness usyk is confident a gentleman and for me he is a favorite i cant wait for february th [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,negative
usyk is gon na wipe the floor with him fury better stop worrying about earring and start thinking how he gon na get out of that ring alive usyk win [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,negative
something about usyk definitely spook fury very interesting fight [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,negative
i realize you have to play the clip in order for you to have context for your reaction but i cant stand listening to tyson fury speak he vulgar egotistical delusional conceded the difference in class between him oleksandr usyk is staggering [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,negative
tyson calling usyk ugly man hasnt looked in a mirror lately ha he [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,negative,negative
usyk is too fast too good for fury [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,negative
hahaha you always make my day a bit better i agree with this my prediction is usyk will tie fury up in knot full distance usyk win on point and technical boxing with his footwork tyson b will be exposed got ta go im just off to get an ear piercing hahaha [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,negative
fury loses to usyk [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,negative
im embarrassed a a brit to say fury represents uk boxing ill be cheering for usyk [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,negative
fury calling usyk ugly wtf clearly fury never look in the mirror [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,negative,negative
i hope usyk get the win fury ha started to become a fraud [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,negative
ugly man my mr reckons usyk is hot and fury is vile [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,negative
this is where fury come undone might even quit about round usyk will be primed and ready with a perfect plan to slay the giant split decision usyk [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,negative
i like both boxer but im edging towards usyk for this one and i believe his skill will be too much plus fury will have the francis loss in the back of his head should be a good fight either way slava ukraine [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,negative
calling usyk an ugly little man wa funny very funny but fury undoubtedly suffers from delusion of grandeur [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,negative,negative
even if feary win the dubious score result usyk is the real winner by the way he conduct his self alone a truly great champion unlike the pathetic mess fury is [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,negative
